상가유형,지표,grain,권역,R_ONE_상권,기준_년분기_코드,값
소규모상가,임대가격지수,권역,강남,,20241,99.3
소규모상가,임대가격지수,권역,강남,,20242,100.0
소규모상가,임대가격지수,권역,강남,,20243,100.52
소규모상가,임대가격지수,권역,강남,,20244,101.06
소규모상가,임대가격지수,권역,강남,,20251,101.44
소규모상가,임대가격지수,권역,강남,,20252,101.7
소규모상가,임대가격지수,권역,강남,,20253,102.13
소규모상가,임대가격지수,권역,강남,,20254,102.73
소규모상가,임대가격지수,권역,강남,,20261,103.41
소규모상가,임대가격지수,권역,강남,,20262,103.93
소규모상가,임대가격지수,권역,기타,,20241,99.23
소규모상가,임대가격지수,권역,기타,,20242,100.0
소규모상가,임대가격지수,권역,기타,,20243,100.81
소규모상가,임대가격지수,권역,기타,,20244,101.28
소규모상가,임대가격지수,권역,기타,,20251,101.54
소규모상가,임대가격지수,권역,기타,,20252,101.84
소규모상가,임대가격지수,권역,기타,,20253,102.23
소규모상가,임대가격지수,권역,기타,,20254,102.67
소규모상가,임대가격지수,권역,기타,,20261,103.07
소규모상가,임대가격지수,권역,기타,,20262,103.51
소규모상가,임대가격지수,권역,도심,,20241,99.2
소규모상가,임대가격지수,권역,도심,,20242,100.0
소규모상가,임대가격지수,권역,도심,,20243,100.41
소규모상가,임대가격지수,권역,도심,,20244,100.57
소규모상가,임대가격지수,권역,도심,,20251,100.32
소규모상가,임대가격지수,권역,도심,,20252,100.43
소규모상가,임대가격지수,권역,도심,,20253,100.73
소규모상가,임대가격지수,권역,도심,,20254,101.09
소규모상가,임대가격지수,권역,도심,,20261,101.62
소규모상가,임대가격지수,권역,도심,,20262,102.02
소규모상가,임대가격지수,권역,영등포신촌,,20241,99.61
소규모상가,임대가격지수,권역,영등포신촌,,20242,100.0
소규모상가,임대가격지수,권역,영등포신촌,,20243,100.26
소규모상가,임대가격지수,권역,영등포신촌,,20244,100.41
소규모상가,임대가격지수,권역,영등포신촌,,20251,100.38
소규모상가,임대가격지수,권역,영등포신촌,,20252,100.52
소규모상가,임대가격지수,권역,영등포신촌,,20253,100.98
소규모상가,임대가격지수,권역,영등포신촌,,20254,101.37
소규모상가,임대가격지수,권역,영등포신촌,,20261,102.02
소규모상가,임대가격지수,권역,영등포신촌,,20262,102.7
소규모상가,임대가격지수,상권,강남,강남대로,20241,99.93
소규모상가,임대가격지수,상권,강남,강남대로,20242,100.0
소규모상가,임대가격지수,상권,강남,강남대로,20243,100.4
소규모상가,임대가격지수,상권,강남,강남대로,20244,100.5
소규모상가,임대가격지수,상권,강남,강남대로,20251,99.8
소규모상가,임대가격지수,상권,강남,강남대로,20252,100.22
소규모상가,임대가격지수,상권,강남,강남대로,20253,101.79
소규모상가,임대가격지수,상권,강남,강남대로,20254,102.0
소규모상가,임대가격지수,상권,강남,강남대로,20261,102.42
소규모상가,임대가격지수,상권,강남,강남대로,20262,103.46
소규모상가,임대가격지수,상권,강남,교대역,20241,99.45
소규모상가,임대가격지수,상권,강남,교대역,20242,100.0
소규모상가,임대가격지수,상권,강남,교대역,20243,100.42
소규모상가,임대가격지수,상권,강남,교대역,20244,100.87
소규모상가,임대가격지수,상권,강남,교대역,20251,101.47
소규모상가,임대가격지수,상권,강남,교대역,20252,101.74
소규모상가,임대가격지수,상권,강남,교대역,20253,101.96
소규모상가,임대가격지수,상권,강남,교대역,20254,102.4
소규모상가,임대가격지수,상권,강남,교대역,20261,102.98
소규모상가,임대가격지수,상권,강남,교대역,20262,103.84
소규모상가,임대가격지수,상권,강남,남부터미널,20241,99.57
소규모상가,임대가격지수,상권,강남,남부터미널,20242,100.0
소규모상가,임대가격지수,상권,강남,남부터미널,20243,100.65
소규모상가,임대가격지수,상권,강남,남부터미널,20244,101.0
소규모상가,임대가격지수,상권,강남,남부터미널,20251,101.28
소규모상가,임대가격지수,상권,강남,남부터미널,20252,101.28
소규모상가,임대가격지수,상권,강남,남부터미널,20253,101.9
소규모상가,임대가격지수,상권,강남,남부터미널,20254,103.33
소규모상가,임대가격지수,상권,강남,남부터미널,20261,105.43
소규모상가,임대가격지수,상권,강남,남부터미널,20262,106.39
소규모상가,임대가격지수,상권,강남,논현역,20241,99.42
소규모상가,임대가격지수,상권,강남,논현역,20242,100.0
소규모상가,임대가격지수,상권,강남,논현역,20243,100.26
소규모상가,임대가격지수,상권,강남,논현역,20244,100.96
소규모상가,임대가격지수,상권,강남,논현역,20251,101.38
소규모상가,임대가격지수,상권,강남,논현역,20252,101.73
소규모상가,임대가격지수,상권,강남,논현역,20253,102.1
소규모상가,임대가격지수,상권,강남,논현역,20254,102.34
소규모상가,임대가격지수,상권,강남,논현역,20261,102.57
소규모상가,임대가격지수,상권,강남,논현역,20262,103.0
소규모상가,임대가격지수,상권,강남,도산대로,20241,99.53
소규모상가,임대가격지수,상권,강남,도산대로,20242,100.0
소규모상가,임대가격지수,상권,강남,도산대로,20243,100.56
소규모상가,임대가격지수,상권,강남,도산대로,20244,100.92
소규모상가,임대가격지수,상권,강남,도산대로,20251,100.92
소규모상가,임대가격지수,상권,강남,도산대로,20252,101.07
소규모상가,임대가격지수,상권,강남,도산대로,20253,101.23
소규모상가,임대가격지수,상권,강남,도산대로,20254,101.48
소규모상가,임대가격지수,상권,강남,도산대로,20261,101.15
소규모상가,임대가격지수,상권,강남,도산대로,20262,101.29
소규모상가,임대가격지수,상권,강남,신사역,20241,99.3
소규모상가,임대가격지수,상권,강남,신사역,20242,100.0
소규모상가,임대가격지수,상권,강남,신사역,20243,100.4
소규모상가,임대가격지수,상권,강남,신사역,20244,100.58
소규모상가,임대가격지수,상권,강남,신사역,20251,101.19
소규모상가,임대가격지수,상권,강남,신사역,20252,101.06
소규모상가,임대가격지수,상권,강남,신사역,20253,101.22
소규모상가,임대가격지수,상권,강남,신사역,20254,101.75
소규모상가,임대가격지수,상권,강남,신사역,20261,102.41
소규모상가,임대가격지수,상권,강남,신사역,20262,103.1
소규모상가,임대가격지수,상권,강남,압구정,20241,95.66
소규모상가,임대가격지수,상권,강남,압구정,20242,100.0
소규모상가,임대가격지수,상권,강남,압구정,20243,103.17
소규모상가,임대가격지수,상권,강남,압구정,20244,105.81
소규모상가,임대가격지수,상권,강남,압구정,20251,107.75
소규모상가,임대가격지수,상권,강남,압구정,20252,108.99
소규모상가,임대가격지수,상권,강남,압구정,20253,110.58
소규모상가,임대가격지수,상권,강남,압구정,20254,111.81
소규모상가,임대가격지수,상권,강남,압구정,20261,113.22
소규모상가,임대가격지수,상권,강남,압구정,20262,114.32
소규모상가,임대가격지수,상권,강남,청담,20241,99.79
소규모상가,임대가격지수,상권,강남,청담,20242,100.0
소규모상가,임대가격지수,상권,강남,청담,20243,100.29
소규모상가,임대가격지수,상권,강남,청담,20244,101.4
소규모상가,임대가격지수,상권,강남,청담,20251,101.87
소규모상가,임대가격지수,상권,강남,청담,20252,102.28
소규모상가,임대가격지수,상권,강남,청담,20253,102.47
소규모상가,임대가격지수,상권,강남,청담,20254,103.61
소규모상가,임대가격지수,상권,강남,청담,20261,104.26
소규모상가,임대가격지수,상권,강남,청담,20262,104.58
소규모상가,임대가격지수,상권,강남,테헤란로,20241,99.36
소규모상가,임대가격지수,상권,강남,테헤란로,20242,100.0
소규모상가,임대가격지수,상권,강남,테헤란로,20243,100.3
소규모상가,임대가격지수,상권,강남,테헤란로,20244,100.32
소규모상가,임대가격지수,상권,강남,테헤란로,20251,100.53
소규모상가,임대가격지수,상권,강남,테헤란로,20252,100.7
소규모상가,임대가격지수,상권,강남,테헤란로,20253,100.96
소규모상가,임대가격지수,상권,강남,테헤란로,20254,101.05
소규모상가,임대가격지수,상권,강남,테헤란로,20261,101.61
소규모상가,임대가격지수,상권,강남,테헤란로,20262,101.66
소규모상가,임대가격지수,상권,기타,가락시장,20241,100.09
소규모상가,임대가격지수,상권,기타,가락시장,20242,100.0
소규모상가,임대가격지수,상권,기타,가락시장,20243,100.33
소규모상가,임대가격지수,상권,기타,가락시장,20244,99.74
소규모상가,임대가격지수,상권,기타,가락시장,20251,99.19
소규모상가,임대가격지수,상권,기타,가락시장,20252,99.33
소규모상가,임대가격지수,상권,기타,가락시장,20253,99.46
소규모상가,임대가격지수,상권,기타,가락시장,20254,99.6
소규모상가,임대가격지수,상권,기타,가락시장,20261,100.0
소규모상가,임대가격지수,상권,기타,가락시장,20262,100.05
소규모상가,임대가격지수,상권,기타,건대입구,20241,100.36
소규모상가,임대가격지수,상권,기타,건대입구,20242,100.0
소규모상가,임대가격지수,상권,기타,건대입구,20243,99.84
소규모상가,임대가격지수,상권,기타,건대입구,20244,99.82
소규모상가,임대가격지수,상권,기타,건대입구,20251,99.74
소규모상가,임대가격지수,상권,기타,건대입구,20252,99.64
소규모상가,임대가격지수,상권,기타,건대입구,20253,99.62
소규모상가,임대가격지수,상권,기타,건대입구,20254,99.66
소규모상가,임대가격지수,상권,기타,건대입구,20261,99.54
소규모상가,임대가격지수,상권,기타,건대입구,20262,99.62
소규모상가,임대가격지수,상권,기타,경희대,20241,99.78
소규모상가,임대가격지수,상권,기타,경희대,20242,100.0
소규모상가,임대가격지수,상권,기타,경희대,20243,100.12
소규모상가,임대가격지수,상권,기타,경희대,20244,99.88
소규모상가,임대가격지수,상권,기타,경희대,20251,99.7
소규모상가,임대가격지수,상권,기타,경희대,20252,99.85
소규모상가,임대가격지수,상권,기타,경희대,20253,99.82
소규모상가,임대가격지수,상권,기타,경희대,20254,99.83
소규모상가,임대가격지수,상권,기타,경희대,20261,99.83
소규모상가,임대가격지수,상권,기타,경희대,20262,99.8
소규모상가,임대가격지수,상권,기타,군자,20241,99.52
소규모상가,임대가격지수,상권,기타,군자,20242,100.0
소규모상가,임대가격지수,상권,기타,군자,20243,100.47
소규모상가,임대가격지수,상권,기타,군자,20244,100.73
소규모상가,임대가격지수,상권,기타,군자,20251,100.79
소규모상가,임대가격지수,상권,기타,군자,20252,100.81
소규모상가,임대가격지수,상권,기타,군자,20253,100.93
소규모상가,임대가격지수,상권,기타,군자,20254,100.98
소규모상가,임대가격지수,상권,기타,군자,20261,101.1
소규모상가,임대가격지수,상권,기타,군자,20262,101.34
소규모상가,임대가격지수,상권,기타,까치산역,20242,100.0
소규모상가,임대가격지수,상권,기타,까치산역,20243,100.07
소규모상가,임대가격지수,상권,기타,까치산역,20244,99.85
소규모상가,임대가격지수,상권,기타,까치산역,20251,99.56
소규모상가,임대가격지수,상권,기타,까치산역,20252,99.27
소규모상가,임대가격지수,상권,기타,까치산역,20253,99.3
소규모상가,임대가격지수,상권,기타,까치산역,20254,99.34
소규모상가,임대가격지수,상권,기타,까치산역,20261,99.14
소규모상가,임대가격지수,상권,기타,까치산역,20262,99.18
소규모상가,임대가격지수,상권,기타,노량진,20241,100.11
소규모상가,임대가격지수,상권,기타,노량진,20242,100.0
소규모상가,임대가격지수,상권,기타,노량진,20243,98.99
소규모상가,임대가격지수,상권,기타,노량진,20244,98.57
소규모상가,임대가격지수,상권,기타,노량진,20251,97.89
소규모상가,임대가격지수,상권,기타,노량진,20252,97.39
소규모상가,임대가격지수,상권,기타,노량진,20253,97.32
소규모상가,임대가격지수,상권,기타,노량진,20254,97.42
소규모상가,임대가격지수,상권,기타,노량진,20261,97.67
소규모상가,임대가격지수,상권,기타,노량진,20262,98.12
소규모상가,임대가격지수,상권,기타,독산/시흥,20241,100.03
소규모상가,임대가격지수,상권,기타,독산/시흥,20242,100.0
소규모상가,임대가격지수,상권,기타,독산/시흥,20243,100.14
소규모상가,임대가격지수,상권,기타,독산/시흥,20244,100.07
소규모상가,임대가격지수,상권,기타,독산/시흥,20251,99.93
소규모상가,임대가격지수,상권,기타,독산/시흥,20252,99.8
소규모상가,임대가격지수,상권,기타,독산/시흥,20253,99.73
소규모상가,임대가격지수,상권,기타,독산/시흥,20254,100.15
소규모상가,임대가격지수,상권,기타,독산/시흥,20261,99.89
소규모상가,임대가격지수,상권,기타,독산/시흥,20262,101.18
소규모상가,임대가격지수,상권,기타,뚝섬,20241,98.48
소규모상가,임대가격지수,상권,기타,뚝섬,20242,100.0
소규모상가,임대가격지수,상권,기타,뚝섬,20243,104.11
소규모상가,임대가격지수,상권,기타,뚝섬,20244,107.53
소규모상가,임대가격지수,상권,기타,뚝섬,20251,109.01
소규모상가,임대가격지수,상권,기타,뚝섬,20252,111.32
소규모상가,임대가격지수,상권,기타,뚝섬,20253,113.2
소규모상가,임대가격지수,상권,기타,뚝섬,20254,115.3
소규모상가,임대가격지수,상권,기타,뚝섬,20261,118.02
소규모상가,임대가격지수,상권,기타,뚝섬,20262,120.26
소규모상가,임대가격지수,상권,기타,목동,20241,98.06
소규모상가,임대가격지수,상권,기타,목동,20242,100.0
소규모상가,임대가격지수,상권,기타,목동,20243,100.16
소규모상가,임대가격지수,상권,기타,목동,20244,100.18
소규모상가,임대가격지수,상권,기타,목동,20251,100.2
소규모상가,임대가격지수,상권,기타,목동,20252,100.21
소규모상가,임대가격지수,상권,기타,목동,20253,100.27
소규모상가,임대가격지수,상권,기타,목동,20254,100.29
소규모상가,임대가격지수,상권,기타,목동,20261,100.41
소규모상가,임대가격지수,상권,기타,목동,20262,100.42
소규모상가,임대가격지수,상권,기타,미아사거리,20241,99.89
소규모상가,임대가격지수,상권,기타,미아사거리,20242,100.0
소규모상가,임대가격지수,상권,기타,미아사거리,20243,100.44
소규모상가,임대가격지수,상권,기타,미아사거리,20244,100.29
소규모상가,임대가격지수,상권,기타,미아사거리,20251,100.08
소규모상가,임대가격지수,상권,기타,미아사거리,20252,99.62
소규모상가,임대가격지수,상권,기타,미아사거리,20253,99.3
소규모상가,임대가격지수,상권,기타,미아사거리,20254,99.38
소규모상가,임대가격지수,상권,기타,미아사거리,20261,99.46
소규모상가,임대가격지수,상권,기타,미아사거리,20262,100.09
소규모상가,임대가격지수,상권,기타,불광역,20241,99.74
소규모상가,임대가격지수,상권,기타,불광역,20242,100.0
소규모상가,임대가격지수,상권,기타,불광역,20243,100.1
소규모상가,임대가격지수,상권,기타,불광역,20244,99.95
소규모상가,임대가격지수,상권,기타,불광역,20251,99.58
소규모상가,임대가격지수,상권,기타,불광역,20252,99.46
소규모상가,임대가격지수,상권,기타,불광역,20253,99.36
소규모상가,임대가격지수,상권,기타,불광역,20254,99.39
소규모상가,임대가격지수,상권,기타,불광역,20261,99.18
소규모상가,임대가격지수,상권,기타,불광역,20262,99.5
소규모상가,임대가격지수,상권,기타,사당,20241,99.69
소규모상가,임대가격지수,상권,기타,사당,20242,100.0
소규모상가,임대가격지수,상권,기타,사당,20243,100.56
소규모상가,임대가격지수,상권,기타,사당,20244,100.52
소규모상가,임대가격지수,상권,기타,사당,20251,100.68
소규모상가,임대가격지수,상권,기타,사당,20252,100.91
소규모상가,임대가격지수,상권,기타,사당,20253,101.33
소규모상가,임대가격지수,상권,기타,사당,20254,101.63
소규모상가,임대가격지수,상권,기타,사당,20261,101.82
소규모상가,임대가격지수,상권,기타,사당,20262,102.24
소규모상가,임대가격지수,상권,기타,상계역,20241,99.78
소규모상가,임대가격지수,상권,기타,상계역,20242,100.0
소규모상가,임대가격지수,상권,기타,상계역,20243,100.04
소규모상가,임대가격지수,상권,기타,상계역,20244,100.09
소규모상가,임대가격지수,상권,기타,상계역,20251,99.94
소규모상가,임대가격지수,상권,기타,상계역,20252,99.9
소규모상가,임대가격지수,상권,기타,상계역,20253,99.84
소규모상가,임대가격지수,상권,기타,상계역,20254,99.85
소규모상가,임대가격지수,상권,기타,상계역,20261,99.83
소규모상가,임대가격지수,상권,기타,상계역,20262,100.15
소규모상가,임대가격지수,상권,기타,상봉역,20241,99.59
소규모상가,임대가격지수,상권,기타,상봉역,20242,100.0
소규모상가,임대가격지수,상권,기타,상봉역,20243,99.7
소규모상가,임대가격지수,상권,기타,상봉역,20244,99.55
소규모상가,임대가격지수,상권,기타,상봉역,20251,99.5
소규모상가,임대가격지수,상권,기타,상봉역,20252,99.41
소규모상가,임대가격지수,상권,기타,상봉역,20253,99.41
소규모상가,임대가격지수,상권,기타,상봉역,20254,99.75
소규모상가,임대가격지수,상권,기타,상봉역,20261,99.95
소규모상가,임대가격지수,상권,기타,상봉역,20262,100.5
소규모상가,임대가격지수,상권,기타,서울대입구역,20241,99.45
소규모상가,임대가격지수,상권,기타,서울대입구역,20242,100.0
소규모상가,임대가격지수,상권,기타,서울대입구역,20243,100.14
소규모상가,임대가격지수,상권,기타,서울대입구역,20244,100.16
소규모상가,임대가격지수,상권,기타,서울대입구역,20251,100.03
소규모상가,임대가격지수,상권,기타,서울대입구역,20252,100.22
소규모상가,임대가격지수,상권,기타,서울대입구역,20253,100.37
소규모상가,임대가격지수,상권,기타,서울대입구역,20254,100.41
소규모상가,임대가격지수,상권,기타,서울대입구역,20261,100.78
소규모상가,임대가격지수,상권,기타,서울대입구역,20262,100.99
소규모상가,임대가격지수,상권,기타,성신여대,20241,99.13
소규모상가,임대가격지수,상권,기타,성신여대,20242,100.0
소규모상가,임대가격지수,상권,기타,성신여대,20243,100.38
소규모상가,임대가격지수,상권,기타,성신여대,20244,100.69
소규모상가,임대가격지수,상권,기타,성신여대,20251,100.58
소규모상가,임대가격지수,상권,기타,성신여대,20252,100.65
소규모상가,임대가격지수,상권,기타,성신여대,20253,100.52
소규모상가,임대가격지수,상권,기타,성신여대,20254,100.56
소규모상가,임대가격지수,상권,기타,성신여대,20261,100.49
소규모상가,임대가격지수,상권,기타,성신여대,20262,100.79
소규모상가,임대가격지수,상권,기타,수유,20241,99.7
소규모상가,임대가격지수,상권,기타,수유,20242,100.0
소규모상가,임대가격지수,상권,기타,수유,20243,100.06
소규모상가,임대가격지수,상권,기타,수유,20244,99.86
소규모상가,임대가격지수,상권,기타,수유,20251,99.54
소규모상가,임대가격지수,상권,기타,수유,20252,99.48
소규모상가,임대가격지수,상권,기타,수유,20253,99.41
소규모상가,임대가격지수,상권,기타,수유,20254,99.35
소규모상가,임대가격지수,상권,기타,수유,20261,99.27
소규모상가,임대가격지수,상권,기타,수유,20262,99.19
소규모상가,임대가격지수,상권,기타,숙명여대,20241,99.57
소규모상가,임대가격지수,상권,기타,숙명여대,20242,100.0
소규모상가,임대가격지수,상권,기타,숙명여대,20243,100.31
소규모상가,임대가격지수,상권,기타,숙명여대,20244,100.24
소규모상가,임대가격지수,상권,기타,숙명여대,20251,100.41
소규모상가,임대가격지수,상권,기타,숙명여대,20252,100.61
소규모상가,임대가격지수,상권,기타,숙명여대,20253,101.57
소규모상가,임대가격지수,상권,기타,숙명여대,20254,101.79
소규모상가,임대가격지수,상권,기타,숙명여대,20261,102.46
소규모상가,임대가격지수,상권,기타,숙명여대,20262,102.75
소규모상가,임대가격지수,상권,기타,신림역,20241,98.4
소규모상가,임대가격지수,상권,기타,신림역,20242,100.0
소규모상가,임대가격지수,상권,기타,신림역,20243,99.54
소규모상가,임대가격지수,상권,기타,신림역,20244,99.38
소규모상가,임대가격지수,상권,기타,신림역,20251,98.88
소규모상가,임대가격지수,상권,기타,신림역,20252,98.85
소규모상가,임대가격지수,상권,기타,신림역,20253,98.98
소규모상가,임대가격지수,상권,기타,신림역,20254,98.64
소규모상가,임대가격지수,상권,기타,신림역,20261,98.71
소규모상가,임대가격지수,상권,기타,신림역,20262,98.87
소규모상가,임대가격지수,상권,기타,약수역,20242,100.0
소규모상가,임대가격지수,상권,기타,약수역,20243,100.49
소규모상가,임대가격지수,상권,기타,약수역,20244,100.37
소규모상가,임대가격지수,상권,기타,약수역,20251,99.76
소규모상가,임대가격지수,상권,기타,약수역,20252,99.63
소규모상가,임대가격지수,상권,기타,약수역,20253,99.51
소규모상가,임대가격지수,상권,기타,약수역,20254,99.76
소규모상가,임대가격지수,상권,기타,약수역,20261,100.31
소규모상가,임대가격지수,상권,기타,약수역,20262,100.55
소규모상가,임대가격지수,상권,기타,연신내,20241,99.71
소규모상가,임대가격지수,상권,기타,연신내,20242,100.0
소규모상가,임대가격지수,상권,기타,연신내,20243,102.32
소규모상가,임대가격지수,상권,기타,연신내,20244,102.38
소규모상가,임대가격지수,상권,기타,연신내,20251,102.13
소규모상가,임대가격지수,상권,기타,연신내,20252,101.97
소규모상가,임대가격지수,상권,기타,연신내,20253,101.88
소규모상가,임대가격지수,상권,기타,연신내,20254,102.26
소규모상가,임대가격지수,상권,기타,연신내,20261,102.17
소규모상가,임대가격지수,상권,기타,연신내,20262,102.59
소규모상가,임대가격지수,상권,기타,오류동역,20241,99.99
소규모상가,임대가격지수,상권,기타,오류동역,20242,100.0
소규모상가,임대가격지수,상권,기타,오류동역,20243,99.96
소규모상가,임대가격지수,상권,기타,오류동역,20244,99.9
소규모상가,임대가격지수,상권,기타,오류동역,20251,99.65
소규모상가,임대가격지수,상권,기타,오류동역,20252,99.61
소규모상가,임대가격지수,상권,기타,오류동역,20253,99.55
소규모상가,임대가격지수,상권,기타,오류동역,20254,99.72
소규모상가,임대가격지수,상권,기타,오류동역,20261,99.83
소규모상가,임대가격지수,상권,기타,오류동역,20262,99.98
소규모상가,임대가격지수,상권,기타,왕십리,20241,99.64
소규모상가,임대가격지수,상권,기타,왕십리,20242,100.0
소규모상가,임대가격지수,상권,기타,왕십리,20243,100.44
소규모상가,임대가격지수,상권,기타,왕십리,20244,100.67
소규모상가,임대가격지수,상권,기타,왕십리,20251,100.86
소규모상가,임대가격지수,상권,기타,왕십리,20252,101.23
소규모상가,임대가격지수,상권,기타,왕십리,20253,101.36
소규모상가,임대가격지수,상권,기타,왕십리,20254,101.53
소규모상가,임대가격지수,상권,기타,왕십리,20261,101.67
소규모상가,임대가격지수,상권,기타,왕십리,20262,101.8
소규모상가,임대가격지수,상권,기타,용산역,20241,96.32
소규모상가,임대가격지수,상권,기타,용산역,20242,100.0
소규모상가,임대가격지수,상권,기타,용산역,20243,102.89
소규모상가,임대가격지수,상권,기타,용산역,20244,105.31
소규모상가,임대가격지수,상권,기타,용산역,20251,107.01
소규모상가,임대가격지수,상권,기타,용산역,20252,108.09
소규모상가,임대가격지수,상권,기타,용산역,20253,108.9
소규모상가,임대가격지수,상권,기타,용산역,20254,110.31
소규모상가,임대가격지수,상권,기타,용산역,20261,110.67
소규모상가,임대가격지수,상권,기타,용산역,20262,111.62
소규모상가,임대가격지수,상권,기타,이태원,20241,99.76
소규모상가,임대가격지수,상권,기타,이태원,20242,100.0
소규모상가,임대가격지수,상권,기타,이태원,20243,100.46
소규모상가,임대가격지수,상권,기타,이태원,20244,100.11
소규모상가,임대가격지수,상권,기타,이태원,20251,100.57
소규모상가,임대가격지수,상권,기타,이태원,20252,100.61
소규모상가,임대가격지수,상권,기타,이태원,20253,101.58
소규모상가,임대가격지수,상권,기타,이태원,20254,102.44
소규모상가,임대가격지수,상권,기타,이태원,20261,103.85
소규모상가,임대가격지수,상권,기타,이태원,20262,104.08
소규모상가,임대가격지수,상권,기타,잠실/송파,20241,100.08
소규모상가,임대가격지수,상권,기타,잠실/송파,20242,100.0
소규모상가,임대가격지수,상권,기타,잠실/송파,20243,100.16
소규모상가,임대가격지수,상권,기타,잠실/송파,20244,100.05
소규모상가,임대가격지수,상권,기타,잠실/송파,20251,100.43
소규모상가,임대가격지수,상권,기타,잠실/송파,20252,100.66
소규모상가,임대가격지수,상권,기타,잠실/송파,20253,101.43
소규모상가,임대가격지수,상권,기타,잠실/송파,20254,101.78
소규모상가,임대가격지수,상권,기타,잠실/송파,20261,101.97
소규모상가,임대가격지수,상권,기타,잠실/송파,20262,102.38
소규모상가,임대가격지수,상권,기타,잠실새내역,20241,99.73
소규모상가,임대가격지수,상권,기타,잠실새내역,20242,100.0
소규모상가,임대가격지수,상권,기타,잠실새내역,20243,100.36
소규모상가,임대가격지수,상권,기타,잠실새내역,20244,100.46
소규모상가,임대가격지수,상권,기타,잠실새내역,20251,100.76
소규모상가,임대가격지수,상권,기타,잠실새내역,20252,101.2
소규모상가,임대가격지수,상권,기타,잠실새내역,20253,101.67
소규모상가,임대가격지수,상권,기타,잠실새내역,20254,101.92
소규모상가,임대가격지수,상권,기타,잠실새내역,20261,102.09
소규모상가,임대가격지수,상권,기타,잠실새내역,20262,102.39
소규모상가,임대가격지수,상권,기타,장안동,20241,99.72
소규모상가,임대가격지수,상권,기타,장안동,20242,100.0
소규모상가,임대가격지수,상권,기타,장안동,20243,100.18
소규모상가,임대가격지수,상권,기타,장안동,20244,100.31
소규모상가,임대가격지수,상권,기타,장안동,20251,100.28
소규모상가,임대가격지수,상권,기타,장안동,20252,100.52
소규모상가,임대가격지수,상권,기타,장안동,20253,100.49
소규모상가,임대가격지수,상권,기타,장안동,20254,100.47
소규모상가,임대가격지수,상권,기타,장안동,20261,100.41
소규모상가,임대가격지수,상권,기타,장안동,20262,100.39
소규모상가,임대가격지수,상권,기타,천호,20241,100.08
소규모상가,임대가격지수,상권,기타,천호,20242,100.0
소규모상가,임대가격지수,상권,기타,천호,20243,100.79
소규모상가,임대가격지수,상권,기타,천호,20244,101.09
소규모상가,임대가격지수,상권,기타,천호,20251,101.22
소규모상가,임대가격지수,상권,기타,천호,20252,101.34
소규모상가,임대가격지수,상권,기타,천호,20253,101.79
소규모상가,임대가격지수,상권,기타,천호,20254,101.99
소규모상가,임대가격지수,상권,기타,천호,20261,102.97
소규모상가,임대가격지수,상권,기타,천호,20262,103.63
소규모상가,임대가격지수,상권,기타,청량리,20241,99.9
소규모상가,임대가격지수,상권,기타,청량리,20242,100.0
소규모상가,임대가격지수,상권,기타,청량리,20243,100.21
소규모상가,임대가격지수,상권,기타,청량리,20244,100.37
소규모상가,임대가격지수,상권,기타,청량리,20251,100.39
소규모상가,임대가격지수,상권,기타,청량리,20252,100.49
소규모상가,임대가격지수,상권,기타,청량리,20253,100.72
소규모상가,임대가격지수,상권,기타,청량리,20254,100.78
소규모상가,임대가격지수,상권,기타,청량리,20261,100.73
소규모상가,임대가격지수,상권,기타,청량리,20262,100.78
소규모상가,임대가격지수,상권,기타,혜화동,20241,99.35
소규모상가,임대가격지수,상권,기타,혜화동,20242,100.0
소규모상가,임대가격지수,상권,기타,혜화동,20243,100.45
소규모상가,임대가격지수,상권,기타,혜화동,20244,100.25
소규모상가,임대가격지수,상권,기타,혜화동,20251,100.18
소규모상가,임대가격지수,상권,기타,혜화동,20252,99.93
소규모상가,임대가격지수,상권,기타,혜화동,20253,99.99
소규모상가,임대가격지수,상권,기타,혜화동,20254,100.4
소규모상가,임대가격지수,상권,기타,혜화동,20261,100.79
소규모상가,임대가격지수,상권,기타,혜화동,20262,100.41
소규모상가,임대가격지수,상권,기타,화곡,20241,100.41
소규모상가,임대가격지수,상권,기타,화곡,20242,100.0
소규모상가,임대가격지수,상권,기타,화곡,20243,100.01
소규모상가,임대가격지수,상권,기타,화곡,20244,99.96
소규모상가,임대가격지수,상권,기타,화곡,20251,99.94
소규모상가,임대가격지수,상권,기타,화곡,20252,99.84
소규모상가,임대가격지수,상권,기타,화곡,20253,99.8
소규모상가,임대가격지수,상권,기타,화곡,20254,99.88
소규모상가,임대가격지수,상권,기타,화곡,20261,99.83
소규모상가,임대가격지수,상권,기타,화곡,20262,99.9
소규모상가,임대가격지수,상권,도심,광화문,20241,99.58
소규모상가,임대가격지수,상권,도심,광화문,20242,100.0
소규모상가,임대가격지수,상권,도심,광화문,20243,100.22
소규모상가,임대가격지수,상권,도심,광화문,20244,100.45
소규모상가,임대가격지수,상권,도심,광화문,20251,100.23
소규모상가,임대가격지수,상권,도심,광화문,20252,100.2
소규모상가,임대가격지수,상권,도심,광화문,20253,100.22
소규모상가,임대가격지수,상권,도심,광화문,20254,100.52
소규모상가,임대가격지수,상권,도심,광화문,20261,101.18
소규모상가,임대가격지수,상권,도심,광화문,20262,101.4
소규모상가,임대가격지수,상권,도심,남대문,20241,97.59
