mgmBldrgstPk,PNU,지번주소,도로명주소,층구분,층번호,층번호명,층면적_㎡,용도코드,용도,상세용도,용도군,구조
10251100193122,1171010100100010000,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),지상,3,3층,171.86,03199,기타공공시설,"관리사무실,창고,당직실",근린생활1,철근콘크리트구조
10251100193122,1171010100100010000,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),지상,1,1층,177.55,03199,기타공공시설,"공원관리소(직원식당,샤워실)",근린생활1,철근콘크리트구조
10251100193122,1171010100100010000,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),지하,1,지1,0.0,03199,기타공공시설,피로티(계획홍수위 이하로서 연면적 제외),근린생활1,철근콘크리트구조
10251100193122,1171010100100010000,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),지상,1,1층,46.5,04001,일반음식점,제2종근린생활시설(일반음식점-시민고객센터&카페),근린생활2,철근콘크리트구조
10251100193122,1171010100100010000,서울특별시 송파구 잠실동 1번지,서울특별시 송파구 한가람로 65 (잠실동),지상,2,2층,171.86,03199,기타공공시설,"대기실,자원봉사자실",근린생활1,철근콘크리트구조
102511073,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1층,419.1,03104,소방서,소방관파출소,근린생활1,철근콘크리트구조
1025122767,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,2,2,23.7,03002,휴게음식점,제1종근린생활시설(휴게음식점),근린생활1,철근콘크리트구조
102511881,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,2,2층,245.44,04102,체력단련장,제2종근린생활시설(체력단련장),근린생활2,철근콘크리트구조
102511901,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1,32.0,03001,소매점,매점,근린생활1,철근콘크리트구조
102511901,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1,36.0,03999,기타제1종근린생활시설,공중변소,근린생활1,벽돌구조
102511901,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1,36.0,03999,기타제1종근린생활시설,공중변소,근린생활1,벽돌구조
102511901,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1,36.0,03999,기타제1종근린생활시설,공중변소,근린생활1,벽돌구조
102511071,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지하,1,지1,7257.8,14204,사무소,사무실,업무시설,철골철근콘크리트구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1층,0.0,04402,사무소,사무실,근린생활2,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1층,0.0,03001,소매점,소매점,근린생활1,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1중2,0.0,04402,사무소,사무실,근린생활2,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,2,2층,0.0,04402,사무소,사무실,근린생활2,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,2,2층,0.0,03001,소매점,소매점,근린생활1,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,3,3층,386.5,03001,소매점,근린생활시설(소매점),근린생활1,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,1,1층,98.12,03002,휴게음식점,제1종근린생활시설(휴게음식점),근린생활1,일반철골구조
102511880,1171010100100100000,서울특별시 송파구 잠실동 10번지,서울특별시 송파구 올림픽로 25 (잠실동),지상,2,2층,97.2,03002,휴게음식점,제1종근린생활시설(휴게음식점),근린생활1,일반철골구조
10251100225474,1171010100100190006,서울특별시 송파구 잠실동 19-6번지,서울특별시 송파구 올림픽로 105 (잠실동),지상,1,1층,35.15,03101,동사무소,주민자치센터,근린생활1,철근콘크리트구조
10251100224535,1171010100100190007,서울특별시 송파구 잠실동 19-7번지,서울특별시 송파구 올림픽로 107 (잠실동),지하,1,지1,99.3,03105,우체국,제1종근린생활시설(우체국),근린생활1,철근콘크리트구조
10251100224535,1171010100100190007,서울특별시 송파구 잠실동 19-7번지,서울특별시 송파구 올림픽로 107 (잠실동),지상,1,1층,246.27,03105,우체국,제1종근린생활시설(우체국),근린생활1,철근콘크리트구조
10251100224535,1171010100100190007,서울특별시 송파구 잠실동 19-7번지,서울특별시 송파구 올림픽로 107 (잠실동),지상,2,2층,248.04,03105,우체국,제1종근린생활시설(우체국),근린생활1,철근콘크리트구조
10251100224535,1171010100100190007,서울특별시 송파구 잠실동 19-7번지,서울특별시 송파구 올림픽로 107 (잠실동),옥탑,1,옥탑1층,17.5,03105,우체국,계단실(연면적제외),근린생활1,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지상,5,5층,492.61,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지상,2,2층,492.61,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지상,4,4층,492.61,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지하,1,지1,623.29,04999,기타제2종근린생활시설,주차장,근린생활2,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지상,1,1층,483.01,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지상,3,3층,492.61,04999,기타제2종근린생활시설,"제2종근린생활시설, 제1종근린생활시설",근린생활2,철근콘크리트구조
10251100190454,1171010100100190008,서울특별시 송파구 잠실동 19-8번지,서울특별시 송파구 올림픽로 111 (잠실동),지하,2,지2,277.56,04999,기타제2종근린생활시설,"기계실,전기실",근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,3,3층,830.29,14201,금융업소,업무시설,업무시설,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,1,1층,75.11,03999,기타제1종근린생활시설,방풍실,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,2,지2,321.3,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,2,지2,249.06,03999,기타제1종근린생활시설,"관리사무소,승강기,외부계단",근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,5,5층,3108.85,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,315.4,03999,기타제1종근린생활시설,주차장,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,2,2층,1144.7625,14299,기타일반업무시설,업무시설,업무시설,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,737.141,03999,기타제1종근린생활시설,"방재센타,MDF,지하철통로,외부계단,방풍실",근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,798.84,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,1,1층,2710.67,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,3,3층,2149.16,03999,기타제1종근린생활시설,근린생활시설,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,2,지2,3915.88,03999,기타제1종근린생활시설,주차장,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,1,1층,275.66,03999,기타제1종근린생활시설,"제1종근린생활시설,교육연구시설",근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,3,지3,4473.56,03999,기타제1종근린생활시설,주차장,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,4,4층,3108.85,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,2,2층,1158.6275,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지상,2,2층,629.57,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,3,지3,567.28,03999,기타제1종근린생활시설,"기계실,전기실",근린생활1,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,2946.52,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,74.62,04109,놀이형시설,제2종근린생활시설(놀이형시설),근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,1,지1,125.25,04109,놀이형시설,제2종근린생활시설(놀이형시설),근린생활2,철근콘크리트구조
10251100189982,1171010100100190009,서울특별시 송파구 잠실동 19-9번지,서울특별시 송파구 올림픽로 119 (잠실동),지하,2,지2,697.02,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지하,1,지1,759.63,14299,기타일반업무시설,기계실,업무시설,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지하,1,지1,0.0,03002,휴게음식점,식당,근린생활1,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지상,1,1,792.97,14204,사무소,사무실,업무시설,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지상,2,2,782.07,14204,사무소,사무실,업무시설,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지상,3,3,796.69,14204,사무소,사무실,업무시설,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),지상,4,4,796.69,14204,사무소,사무실,업무시설,철근콘크리트구조
102518320,1171010100100220003,서울특별시 송파구 잠실동 22-3번지,서울특별시 송파구 잠실로 26 (잠실동),옥탑,1,옥탑,34.5,14299,기타일반업무시설,연면적에서제외,업무시설,철근콘크리트구조
1025116513,1171010100100220004,서울특별시 송파구 잠실동 22-4번지,서울특별시 송파구 잠실로 32 (잠실동),지상,1,1,75.24,03103,파출소,파출소,근린생활1,철근콘크리트구조
1025116513,1171010100100220004,서울특별시 송파구 잠실동 22-4번지,서울특별시 송파구 잠실로 32 (잠실동),지상,2,2,41.58,03103,파출소,파출소,근린생활1,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,3,지하3층,900.4169,04999,기타제2종근린생활시설,"기계실,전기실,발전기실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,4,지상4층,3576.9499,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,2,지상2층,373.3233,03999,기타제1종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활1,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,1,지하1층,1160.4196,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,1,지하1층,5530.7849,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,3,지상3층,324.6033,03999,기타제1종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활1,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,4,지상4층,324.6033,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,1,지상1층,3525.9473,04999,기타제2종근린생활시설,"제2종근린생활시설,판매시설,업무시설",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,2,지하2층,686.5958,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,1,지상1층,189.009,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,5,지상5층,3576.9499,04999,기타제2종근린생활시설,"제2종근린생활시설, 업무시설, 교육연구시설",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,2,지상2층,1475.7778,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,3,지상3층,3570.6609,03999,기타제1종근린생활시설,"제1,2종근린생활시설,교육연구시설",근린생활1,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,3,지하3층,5025.7554,04999,기타제2종근린생활시설,주차장,근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,5,지상5층,324.6033,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,3,지하3층,398.87,04999,기타제2종근린생활시설,"창고,계단실,휀룸,승강기실,공조실",근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지하,2,지하2층,6231.6637,04999,기타제2종근린생활시설,주차장,근린생활2,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,2,지상2층,331.5234,07201,상점(소매점),판매시설,판매시설,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,2,지상2층,1284.4014,14204,사무소,업무시설,업무시설,철근콘크리트구조
10251100226203,1171010100100220006,서울특별시 송파구 잠실동 22-6번지,서울특별시 송파구 올림픽로 145 (잠실동),지상,2,지상2층,275.4406,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
1025124295,1171010100100240000,서울특별시 송파구 잠실동 24번지,,지상,1,1층,303.46,03199,기타공공시설,펌프장,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),지상,1,1,369.12,03005,의원,의원,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),지하,1,지1,102.9,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),지상,2,2,403.5,03005,의원,의원,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),지하,1,지1,229.06,03999,기타제1종근린생활시설,대피실,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),옥탑,1,옥1,16.79,03999,기타제1종근린생활시설,옥탑,근린생활1,철근콘크리트구조
102518265,1171010100100270001,서울특별시 송파구 잠실동 27-1번지,서울특별시 송파구 송파대로 567 (잠실동),지상,1,1,34.38,03001,소매점,약국,근린생활1,철근콘크리트구조
1025124875,1171010100100270002,서울특별시 송파구 잠실동 27-2번지,서울특별시 송파구 잠실로 15 (잠실동),지상,1,1층,33.43,04999,기타제2종근린생활시설,제2종근린생활시설,근린생활2,철근콘크리트구조
102511884,1171010100100270004,서울특별시 송파구 잠실동 27-4번지,서울특별시 송파구 잠실로 51-31 (잠실동),지상,1,1,240.84,03101,동사무소,동사무소,근린생활1,철근콘크리트구조
102511884,1171010100100270004,서울특별시 송파구 잠실동 27-4번지,서울특별시 송파구 잠실로 51-31 (잠실동),지상,2,2,250.2,03101,동사무소,동사무소,근린생활1,철근콘크리트구조
102511884,1171010100100270004,서울특별시 송파구 잠실동 27-4번지,서울특별시 송파구 잠실로 51-31 (잠실동),지상,3,3층,100.3,03101,동사무소,동사무소,근린생활1,경량철골구조
1025116803,1171010100100270006,서울특별시 송파구 잠실동 27-6번지,서울특별시 송파구 올림픽로 203 (잠실동),지상,3,3,2672.88,07201,상점(소매점),종합상가,판매시설,철근콘크리트구조
1025116803,1171010100100270006,서울특별시 송파구 잠실동 27-6번지,서울특별시 송파구 올림픽로 203 (잠실동),지상,2,2,2672.88,07201,상점(소매점),종합상가,판매시설,철근콘크리트구조
1025116803,1171010100100270006,서울특별시 송파구 잠실동 27-6번지,서울특별시 송파구 올림픽로 203 (잠실동),옥탑,1,옥1,172.61,07201,상점(소매점),종합상가,판매시설,철근콘크리트구조
1025116803,1171010100100270006,서울특별시 송파구 잠실동 27-6번지,서울특별시 송파구 올림픽로 203 (잠실동),지상,1,1,2672.88,07201,상점(소매점),종합상가,판매시설,철근콘크리트구조
1025116803,1171010100100270006,서울특별시 송파구 잠실동 27-6번지,서울특별시 송파구 올림픽로 203 (잠실동),지하,1,지1,2672.88,07201,상점(소매점),종합상가,판매시설,철근콘크리트구조
102519083,1171010100100270008,서울특별시 송파구 잠실동 27-8번지,서울특별시 송파구 송파대로 567 (잠실동),지상,1,1,551.7,03001,소매점,제1종근린생활시설(소매점),근린생활1,철근콘크리트구조
102519083,1171010100100270008,서울특별시 송파구 잠실동 27-8번지,서울특별시 송파구 송파대로 567 (잠실동),지상,1,1,0.0,04401,금융업소,은행,근린생활2,철근콘크리트구조
1025118778,1171010100100270009,서울특별시 송파구 잠실동 27-9번지,서울특별시 송파구 송파대로 567 (잠실동),지상,2,2,205.16,04001,일반음식점,제2종근린생활시설(일반음식점),근린생활2,철근콘크리트구조
1025114642,1171010100100270010,서울특별시 송파구 잠실동 27-10번지,,지상,1,1층,82.98,04199,기타운동시설,정구장부속건물,근린생활2,철근콘크리트구조
1025114642,1171010100100270010,서울특별시 송파구 잠실동 27-10번지,,지상,2,2층,82.98,04001,일반음식점,근린생활시설(음식점),근린생활2,철근콘크리트구조
1025112926,1171010100100270012,서울특별시 송파구 잠실동 27-12번지,서울특별시 송파구 잠실로 51-33 (잠실동),지하,1,지1,22.5,03105,우체국,우체국,근린생활1,벽돌구조
1025112926,1171010100100270012,서울특별시 송파구 잠실동 27-12번지,서울특별시 송파구 잠실로 51-33 (잠실동),지상,1,1,161.25,03105,우체국,우체국,근린생활1,벽돌구조
1025112926,1171010100100270012,서울특별시 송파구 잠실동 27-12번지,서울특별시 송파구 잠실로 51-33 (잠실동),지상,2,2,71.28,03105,우체국,우체국,근린생활1,벽돌구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지하,3,지3,3856.43,03999,기타제1종근린생활시설,지하주차장,근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지하,3,지3,538.26,03999,기타제1종근린생활시설,"기계실,전기실,발전기실",근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지하,1,지1,4451.71,03999,기타제1종근린생활시설,"제1.2종근린생활시설,운동시설",근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지하,1,지1,174.4,03999,기타제1종근린생활시설,지하주차장,근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,3,3층,2559.19,03999,기타제1종근린생활시설,"제1,2종근린생활시설",근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,4,4층,2154.8698,03999,기타제1종근린생활시설,"제1,2종근린생활시설",근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,2,2층,2559.19,03999,기타제1종근린생활시설,제1.2종근린생활시설,근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,1,1층,2425.45,04999,기타제2종근린생활시설,"제1.2종근린생활시설,업무시설",근린생활2,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,5,5층,2559.19,03999,기타제1종근린생활시설,제1종근린생활시설,근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지하,2,지2,3856.43,03999,기타제1종근린생활시설,지하주차장,근린생활1,철근콘크리트구조
1025125060,1171010100100350002,서울특별시 송파구 잠실동 35-2번지,서울특별시 송파구 석촌호수로 61 (잠실동),지상,4,4층,404.3202,03005,의원,제1종근린생활시설(의원),근린생활1,철근콘크리트구조
1025121653,1171010100100350003,서울특별시 송파구 잠실동 35-3번지,서울특별시 송파구 석촌호수로 103 (잠실동),지상,1,1층,298.1,04010,학원,제2종근린생활시설(학원),근린생활2,철근콘크리트구조
1025121653,1171010100100350003,서울특별시 송파구 잠실동 35-3번지,서울특별시 송파구 석촌호수로 103 (잠실동),지하,1,지하1층,120.03,04010,학원,제2종근린생활시설(학원),근린생활2,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,9,9층,3564.048,14202,오피스텔,오피스텔(55호),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,2,2층,2790.16,07201,상점(소매점),판매및영업시설(26호),판매시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,8,8층,3564.048,14202,오피스텔,오피스텔(55호),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,5,5층,3564.048,14202,오피스텔,오피스텔(55호),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,4,4층,3564.048,14202,오피스텔,오피스텔(55세대),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,14,14층,3564.048,14202,오피스텔,오피스텔(55호),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지하,1,지1층,2120.72,07201,상점(소매점),판매및영업시설(3호),판매시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,2,2층,1150.947,14202,오피스텔,오피스텔(12호),업무시설,철근콘크리트구조
1025116738,1171010100100400000,서울특별시 송파구 잠실동 40번지,서울특별시 송파구 올림픽로 212 (잠실동),지상,6,6층,3564.048,14202,오피스텔,오피스텔(55호),업무시설,철근콘크리트구조
