TRDAR_CD,TRDAR_CD_N,SIGNGU_NM,ADSTRD_NM,R_ONE_상권,상가유형,기준_년분기_코드,임대료_천원㎡,임대가격지수,공실률,매칭상권_임대료표본수,매칭상권_공실률표본수,임대료_표본부족,공실률_표본부족,임대료_분위_매칭상권내,공실률_분위_매칭상권내,mapping_method,mapping_confidence,join_eligible,grain_is_proxy
3120073,미아사거리,성북구,길음2동,미아사거리,소규모상가,20262,40.5,100.09,9.0332654790052,44,44,False,False,25.0,77.3,exact_name,high,True,True
3120076,수유역,강북구,수유3동,수유,소규모상가,20262,39.6,99.19,14.2486026023854,44,44,False,False,22.7,90.9,explicit_alias,high,True,True
3120090,연신내역,은평구,불광1동,연신내,소규모상가,20262,44.8,102.59,2.96491099259773,44,44,False,False,40.9,36.4,explicit_alias,high,True,True
3120092,불광역,은평구,대조동,불광역,소규모상가,20262,38.0,99.5,7.12709570281399,44,44,False,False,18.2,65.9,exact_name,high,True,True
3120094,"신촌역(신촌역, 신촌로터리)",서대문구,신촌동,신촌/이대,소규모상가,20262,40.8,97.82,19.5356602590119,44,44,False,False,29.5,100.0,composite_components,high,True,True
3120100,망원역,마포구,망원1동,망원역,소규모상가,20262,41.3,101.93,0.967777182311531,44,44,False,False,31.8,22.7,exact_name,high,True,True
3120103,홍대입구역(홍대),마포구,서교동,홍대/합정,소규모상가,20262,63.6,105.3,14.908475883587,44,44,False,False,70.5,95.5,composite_components,high,True,True
3120107,공덕역(공덕오거리),마포구,도화동,공덕역,소규모상가,20262,59.8,103.28,4.5318602643061,44,44,False,False,65.9,47.7,explicit_alias,high,True,True
3120120,화곡역,강서구,화곡1동,화곡,소규모상가,20262,30.1,99.9,9.24871311112664,44,44,False,False,4.5,79.5,explicit_alias,high,True,True
3120121,까치산역,강서구,화곡1동,까치산역,소규모상가,20262,31.8,99.18,3.82995239671686,44,44,False,False,11.4,43.2,exact_name,high,True,True
3120123,오류동역,구로구,오류1동,오류동역,소규모상가,20262,55.7,99.98,10.4974458539896,44,44,False,False,59.1,86.4,exact_name,high,True,True
3120143,당산역,영등포구,당산2동,당산역,소규모상가,20262,41.8,103.43,0.0,44,44,False,False,34.1,15.9,exact_name,high,True,True
3120145,영등포역(영등포),영등포구,영등포동,영등포역,소규모상가,20262,38.5,102.19,3.07654031986746,44,44,False,False,20.5,38.6,explicit_alias,high,True,True
3120153,노량진역(노량진),동작구,노량진1동,노량진,소규모상가,20262,30.5,98.12,1.73676974139365,44,44,False,False,6.8,27.3,explicit_alias,high,True,True
3120157,신림역(신림),관악구,신림동,신림역,소규모상가,20262,67.9,98.87,2.69838662578479,44,44,False,False,75.0,34.1,explicit_alias,high,True,True
3120159,서울대입구역,관악구,청룡동,서울대입구역,소규모상가,20262,68.8,100.99,10.4314915196264,44,44,False,False,77.3,84.1,exact_name,high,True,True
3120160,사당역(사당),서초구,방배2동,사당,소규모상가,20262,48.1,102.24,3.39907067556688,44,44,False,False,50.0,40.9,explicit_alias,high,True,True
3120173,교대역(법원.검찰청),서초구,서초1동,교대역,소규모상가,20262,46.4,103.84,0.491807309895983,44,44,False,False,47.7,18.2,explicit_alias,high,True,True
3120175,남부터미널역,서초구,서초1동,남부터미널,소규모상가,20262,44.3,106.39,4.91596973317403,44,44,False,False,38.6,52.3,explicit_alias,high,True,True
3120178,신사역,서초구,잠원동,신사역,소규모상가,20262,74.6,103.1,14.8760431186127,44,44,False,False,86.4,93.2,exact_name,high,True,True
3120185,논현역,강남구,논현1동,논현역,소규모상가,20262,70.4,103.0,0.0,44,44,False,False,81.8,15.9,exact_name,high,True,True
3120208,청담사거리(청담동명품거리),강남구,청담동,청담,소규모상가,20262,68.9,104.58,2.02790292899167,44,44,False,False,79.5,29.5,explicit_alias,high,True,True
3120225,잠실새내역(신천),송파구,잠실본동,잠실새내역,소규모상가,20262,34.3,102.39,19.0837354067595,44,44,False,False,13.6,97.7,explicit_alias,high,True,True
3120231,가락시장,송파구,가락1동,가락시장,소규모상가,20262,31.6,100.05,4.91207863514106,44,44,False,False,9.1,50.0,exact_name,high,True,True
3120243,천호역,강동구,천호2동,천호,소규모상가,20262,57.6,103.63,5.00440398308333,44,44,False,False,61.4,54.5,explicit_alias,high,True,True
3130024,남대문시장(자유상가),중구,회현동,남대문,소규모상가,20262,77.4,104.64,6.05940679941667,44,44,False,False,90.9,59.1,explicit_alias,high,True,True
3130035,방산종합시장(방산시장),중구,을지로동,방산시장,소규모상가,20262,71.2,100.0,9.87164704838894,44,44,False,False,84.1,81.8,explicit_alias,high,True,True
3110431,상계역,노원구,중계4동,상계역,중대형상가,20241,,99.87,,0,0,True,True,,,exact_name,high,True,True
3120003,광화문역,종로구,사직동,광화문,중대형상가,20241,,99.44,,0,0,True,True,,,explicit_alias,high,True,True
3120012,대학로(혜화역),종로구,혜화동,혜화동,중대형상가,20241,,99.43,,0,0,True,True,,,explicit_alias,high,True,True
3120023,서울시청,중구,명동,시청,중대형상가,20241,,99.62,,0,0,True,True,,,explicit_alias,high,True,True
3120028,명동(명동거리),중구,명동,명동,중대형상가,20241,,99.11,,0,0,True,True,,,explicit_alias,high,True,True
3120049,왕십리역(왕십리),성동구,행당1동,왕십리,중대형상가,20241,,99.34,,0,0,True,True,,,explicit_alias,high,True,True
3120051,뚝섬역,성동구,성수1가2동,뚝섬,중대형상가,20241,,98.07,,0,0,True,True,,,explicit_alias,high,True,True
3120053,건대입구역(건대),광진구,화양동,건대입구,중대형상가,20241,,100.27,,0,0,True,True,,,explicit_alias,high,True,True
3120055,군자역,광진구,군자동,군자,중대형상가,20241,,99.56,,0,0,True,True,,,explicit_alias,high,True,True
3120056,구의역,광진구,구의1동,구의역,중대형상가,20241,,99.66,,0,0,True,True,,,exact_name,high,True,True
3120063,청량리역(청량리),동대문구,전농1동,청량리,중대형상가,20241,,99.89,,0,0,True,True,,,explicit_alias,high,True,True
3120064,경희대학교(경희대),동대문구,회기동,경희대,중대형상가,20241,,99.78,,0,0,True,True,,,explicit_alias,high,True,True
3120069,상봉역,중랑구,상봉2동,상봉역,중대형상가,20241,,99.48,,0,0,True,True,,,exact_name,high,True,True
3120072,성신여대,성북구,동선동,성신여대,중대형상가,20241,,99.27,,0,0,True,True,,,exact_name,high,True,True
3120073,미아사거리,성북구,길음2동,미아사거리,중대형상가,20241,,99.87,,0,0,True,True,,,exact_name,high,True,True
3120076,수유역,강북구,수유3동,수유,중대형상가,20241,,99.98,,0,0,True,True,,,explicit_alias,high,True,True
3120090,연신내역,은평구,불광1동,연신내,중대형상가,20241,,99.57,,0,0,True,True,,,explicit_alias,high,True,True
3120092,불광역,은평구,대조동,불광역,중대형상가,20241,,99.44,,0,0,True,True,,,exact_name,high,True,True
3120094,"신촌역(신촌역, 신촌로터리)",서대문구,신촌동,신촌/이대,중대형상가,20241,,102.0,,0,0,True,True,,,composite_components,high,True,True
3120100,망원역,마포구,망원1동,망원역,중대형상가,20241,,99.24,,0,0,True,True,,,exact_name,high,True,True
3120103,홍대입구역(홍대),마포구,서교동,홍대/합정,중대형상가,20241,,99.82,,0,0,True,True,,,composite_components,high,True,True
3120107,공덕역(공덕오거리),마포구,도화동,공덕역,중대형상가,20241,,99.56,,0,0,True,True,,,explicit_alias,high,True,True
3120120,화곡역,강서구,화곡1동,화곡,중대형상가,20241,,100.07,,0,0,True,True,,,explicit_alias,high,True,True
3120123,오류동역,구로구,오류1동,오류동역,중대형상가,20241,,99.98,,0,0,True,True,,,exact_name,high,True,True
3120130,구로디지털단지역,구로구,구로3동,구로디지털단지역,중대형상가,20241,,99.55,,0,0,True,True,,,exact_name,high,True,True
3120143,당산역,영등포구,당산2동,당산역,중대형상가,20241,,99.34,,0,0,True,True,,,exact_name,high,True,True
3120145,영등포역(영등포),영등포구,영등포동,영등포역,중대형상가,20241,,99.53,,0,0,True,True,,,explicit_alias,high,True,True
3120153,노량진역(노량진),동작구,노량진1동,노량진,중대형상가,20241,,100.26,,0,0,True,True,,,explicit_alias,high,True,True
3120157,신림역(신림),관악구,신림동,신림역,중대형상가,20241,,99.58,,0,0,True,True,,,explicit_alias,high,True,True
3120159,서울대입구역,관악구,청룡동,서울대입구역,중대형상가,20241,,99.23,,0,0,True,True,,,exact_name,high,True,True
3120160,사당역(사당),서초구,방배2동,사당,중대형상가,20241,,99.73,,0,0,True,True,,,explicit_alias,high,True,True
3120165,서래마을카페거리(서래마을),서초구,반포4동,서래마을,중대형상가,20241,,99.94,,0,0,True,True,,,explicit_alias,high,True,True
3120166,방배역,서초구,방배1동,방배역/내방역,중대형상가,20241,,99.55,,0,0,True,True,,,composite_components,high,True,True
3120173,교대역(법원.검찰청),서초구,서초1동,교대역,중대형상가,20241,,99.67,,0,0,True,True,,,explicit_alias,high,True,True
3120175,남부터미널역,서초구,서초1동,남부터미널,중대형상가,20241,,99.65,,0,0,True,True,,,explicit_alias,high,True,True
3120178,신사역,서초구,잠원동,신사역,중대형상가,20241,,99.62,,0,0,True,True,,,exact_name,high,True,True
3120185,논현역,강남구,논현1동,논현역,중대형상가,20241,,99.68,,0,0,True,True,,,exact_name,high,True,True
3120208,청담사거리(청담동명품거리),강남구,청담동,청담,중대형상가,20241,,99.24,,0,0,True,True,,,explicit_alias,high,True,True
3120225,잠실새내역(신천),송파구,잠실본동,잠실새내역,중대형상가,20241,,99.76,,0,0,True,True,,,explicit_alias,high,True,True
3120231,가락시장,송파구,가락1동,가락시장,중대형상가,20241,,100.06,,0,0,True,True,,,exact_name,high,True,True
3120243,천호역,강동구,천호2동,천호,중대형상가,20241,,100.11,,0,0,True,True,,,explicit_alias,high,True,True
3130024,남대문시장(자유상가),중구,회현동,남대문,중대형상가,20241,,97.73,,0,0,True,True,,,explicit_alias,high,True,True
3110431,상계역,노원구,중계4동,상계역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120002,서촌(경복궁역),종로구,사직동,서촌,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120003,광화문역,종로구,사직동,광화문,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120007,북촌(안국역),종로구,가회동,북촌,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120012,대학로(혜화역),종로구,혜화동,혜화동,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120023,서울시청,중구,명동,시청,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120028,명동(명동거리),중구,명동,명동,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120032,충무로역,중구,필동,충무로,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120038,약수역,중구,다산동,약수역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120049,왕십리역(왕십리),성동구,행당1동,왕십리,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120051,뚝섬역,성동구,성수1가2동,뚝섬,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120053,건대입구역(건대),광진구,화양동,건대입구,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120055,군자역,광진구,군자동,군자,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120056,구의역,광진구,구의1동,구의역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120063,청량리역(청량리),동대문구,전농1동,청량리,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120064,경희대학교(경희대),동대문구,회기동,경희대,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120069,상봉역,중랑구,상봉2동,상봉역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120072,성신여대,성북구,동선동,성신여대,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120073,미아사거리,성북구,길음2동,미아사거리,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120076,수유역,강북구,수유3동,수유,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120090,연신내역,은평구,불광1동,연신내,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120092,불광역,은평구,대조동,불광역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120094,"신촌역(신촌역, 신촌로터리)",서대문구,신촌동,신촌/이대,중대형상가,20242,,100.0,,0,0,True,True,,,composite_components,high,True,True
3120100,망원역,마포구,망원1동,망원역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120103,홍대입구역(홍대),마포구,서교동,홍대/합정,중대형상가,20242,,100.0,,0,0,True,True,,,composite_components,high,True,True
3120107,공덕역(공덕오거리),마포구,도화동,공덕역,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120120,화곡역,강서구,화곡1동,화곡,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120121,까치산역,강서구,화곡1동,까치산역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120123,오류동역,구로구,오류1동,오류동역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120130,구로디지털단지역,구로구,구로3동,구로디지털단지역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120143,당산역,영등포구,당산2동,당산역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120145,영등포역(영등포),영등포구,영등포동,영등포역,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120153,노량진역(노량진),동작구,노량진1동,노량진,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120157,신림역(신림),관악구,신림동,신림역,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120159,서울대입구역,관악구,청룡동,서울대입구역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120160,사당역(사당),서초구,방배2동,사당,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120165,서래마을카페거리(서래마을),서초구,반포4동,서래마을,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120166,방배역,서초구,방배1동,방배역/내방역,중대형상가,20242,,100.0,,0,0,True,True,,,composite_components,high,True,True
3120173,교대역(법원.검찰청),서초구,서초1동,교대역,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120175,남부터미널역,서초구,서초1동,남부터미널,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120178,신사역,서초구,잠원동,신사역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120185,논현역,강남구,논현1동,논현역,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120208,청담사거리(청담동명품거리),강남구,청담동,청담,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120225,잠실새내역(신천),송파구,잠실본동,잠실새내역,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3120231,가락시장,송파구,가락1동,가락시장,중대형상가,20242,,100.0,,0,0,True,True,,,exact_name,high,True,True
3120243,천호역,강동구,천호2동,천호,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3130024,남대문시장(자유상가),중구,회현동,남대문,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3130035,방산종합시장(방산시장),중구,을지로동,방산시장,중대형상가,20242,,100.0,,0,0,True,True,,,explicit_alias,high,True,True
3110431,상계역,노원구,중계4동,상계역,중대형상가,20243,,100.02,6.58649848529791,0,48,True,False,,41.7,exact_name,high,True,True
3120002,서촌(경복궁역),종로구,사직동,서촌,중대형상가,20243,,100.12,14.1999879197874,0,48,True,False,,89.6,explicit_alias,high,True,True
3120003,광화문역,종로구,사직동,광화문,중대형상가,20243,,100.18,16.2917295944819,0,48,True,False,,95.8,explicit_alias,high,True,True
3120007,북촌(안국역),종로구,가회동,북촌,중대형상가,20243,,100.13,6.16897433636123,0,48,True,False,,37.5,explicit_alias,high,True,True
3120012,대학로(혜화역),종로구,혜화동,혜화동,중대형상가,20243,,100.08,2.43256242809044,0,48,True,False,,4.2,explicit_alias,high,True,True
3120023,서울시청,중구,명동,시청,중대형상가,20243,,100.37,19.8214518001763,0,48,True,False,,100.0,explicit_alias,high,True,True
3120028,명동(명동거리),중구,명동,명동,중대형상가,20243,,101.0,18.7485078296733,0,48,True,False,,97.9,explicit_alias,high,True,True
3120032,충무로역,중구,필동,충무로,중대형상가,20243,,100.8,13.8720913356877,0,48,True,False,,87.5,explicit_alias,high,True,True
3120038,약수역,중구,다산동,약수역,중대형상가,20243,,100.41,2.99216647908949,0,48,True,False,,10.4,exact_name,high,True,True
3120049,왕십리역(왕십리),성동구,행당1동,왕십리,중대형상가,20243,,100.83,2.69238096503936,0,48,True,False,,8.3,explicit_alias,high,True,True
3120051,뚝섬역,성동구,성수1가2동,뚝섬,중대형상가,20243,,104.3,3.38393171654949,0,48,True,False,,12.5,explicit_alias,high,True,True
3120053,건대입구역(건대),광진구,화양동,건대입구,중대형상가,20243,,99.87,7.73648444340081,0,48,True,False,,52.1,explicit_alias,high,True,True
3120055,군자역,광진구,군자동,군자,중대형상가,20243,,100.39,7.56745939672889,0,48,True,False,,50.0,explicit_alias,high,True,True
3120056,구의역,광진구,구의1동,구의역,중대형상가,20243,,100.02,2.47584134499782,0,48,True,False,,6.2,exact_name,high,True,True
3120063,청량리역(청량리),동대문구,전농1동,청량리,중대형상가,20243,,100.01,9.81709923284564,0,48,True,False,,60.4,explicit_alias,high,True,True
3120064,경희대학교(경희대),동대문구,회기동,경희대,중대형상가,20243,,100.09,4.92978808570543,0,48,True,False,,29.2,explicit_alias,high,True,True
3120069,상봉역,중랑구,상봉2동,상봉역,중대형상가,20243,,100.11,6.53462032530622,0,48,True,False,,39.6,exact_name,high,True,True
3120072,성신여대,성북구,동선동,성신여대,중대형상가,20243,,100.17,11.0486923911673,0,48,True,False,,64.6,exact_name,high,True,True
3120073,미아사거리,성북구,길음2동,미아사거리,중대형상가,20243,,100.38,7.08498193610756,0,48,True,False,,45.8,exact_name,high,True,True
3120076,수유역,강북구,수유3동,수유,중대형상가,20243,,100.11,11.7310087671069,0,48,True,False,,72.9,explicit_alias,high,True,True
3120090,연신내역,은평구,불광1동,연신내,중대형상가,20243,,100.14,11.2524260366689,0,48,True,False,,66.7,explicit_alias,high,True,True
3120092,불광역,은평구,대조동,불광역,중대형상가,20243,,100.46,11.6449342038923,0,48,True,False,,70.8,exact_name,high,True,True
3120094,"신촌역(신촌역, 신촌로터리)",서대문구,신촌동,신촌/이대,중대형상가,20243,,98.76,11.5019004842184,0,48,True,False,,68.8,composite_components,high,True,True
3120100,망원역,마포구,망원1동,망원역,중대형상가,20243,,100.06,4.72697762193817,0,48,True,False,,27.1,exact_name,high,True,True
3120103,홍대입구역(홍대),마포구,서교동,홍대/합정,중대형상가,20243,,100.6,9.51544212476407,0,48,True,False,,58.3,composite_components,high,True,True
3120107,공덕역(공덕오거리),마포구,도화동,공덕역,중대형상가,20243,,100.74,7.40235075167611,0,48,True,False,,47.9,explicit_alias,high,True,True
3120120,화곡역,강서구,화곡1동,화곡,중대형상가,20243,,100.14,10.3855133958259,0,48,True,False,,62.5,explicit_alias,high,True,True
3120121,까치산역,강서구,화곡1동,까치산역,중대형상가,20243,,100.01,6.10413331528044,0,48,True,False,,35.4,exact_name,high,True,True
3120123,오류동역,구로구,오류1동,오류동역,중대형상가,20243,,99.9,1.47362465828096,0,48,True,False,,2.1,exact_name,high,True,True
3120130,구로디지털단지역,구로구,구로3동,구로디지털단지역,중대형상가,20243,,100.01,4.16682297436288,0,48,True,False,,16.7,exact_name,high,True,True
3120143,당산역,영등포구,당산2동,당산역,중대형상가,20243,,101.37,4.67558255429471,0,48,True,False,,22.9,exact_name,high,True,True
3120145,영등포역(영등포),영등포구,영등포동,영등포역,중대형상가,20243,,100.23,13.0551112213127,0,48,True,False,,81.2,explicit_alias,high,True,True
3120153,노량진역(노량진),동작구,노량진1동,노량진,중대형상가,20243,,99.51,8.48992020062788,0,48,True,False,,56.2,explicit_alias,high,True,True
3120157,신림역(신림),관악구,신림동,신림역,중대형상가,20243,,99.88,4.41534772688491,0,48,True,False,,18.8,explicit_alias,high,True,True
3120159,서울대입구역,관악구,청룡동,서울대입구역,중대형상가,20243,,100.18,5.38490171777117,0,48,True,False,,31.2,exact_name,high,True,True
3120160,사당역(사당),서초구,방배2동,사당,중대형상가,20243,,100.24,7.80876992991622,0,48,True,False,,54.2,explicit_alias,high,True,True
3120165,서래마을카페거리(서래마을),서초구,반포4동,서래마을,중대형상가,20243,,100.22,3.63642778417358,0,48,True,False,,14.6,explicit_alias,high,True,True
3120166,방배역,서초구,방배1동,방배역/내방역,중대형상가,20243,,100.26,5.85373468674876,0,48,True,False,,33.3,composite_components,high,True,True
3120173,교대역(법원.검찰청),서초구,서초1동,교대역,중대형상가,20243,,101.32,4.66431573962333,0,48,True,False,,20.8,explicit_alias,high,True,True
3120175,남부터미널역,서초구,서초1동,남부터미널,중대형상가,20243,,101.22,4.67878087195878,0,48,True,False,,25.0,explicit_alias,high,True,True
3120178,신사역,서초구,잠원동,신사역,중대형상가,20243,,100.55,16.1310181154585,0,48,True,False,,93.8,exact_name,high,True,True
3120185,논현역,강남구,논현1동,논현역,중대형상가,20243,,101.23,12.8456894750423,0,48,True,False,,79.2,exact_name,high,True,True
3120208,청담사거리(청담동명품거리),강남구,청담동,청담,중대형상가,20243,,100.12,12.0709404926208,0,48,True,False,,75.0,explicit_alias,high,True,True
3120225,잠실새내역(신천),송파구,잠실본동,잠실새내역,중대형상가,20243,,100.45,13.7876103144243,0,48,True,False,,85.4,explicit_alias,high,True,True
3120231,가락시장,송파구,가락1동,가락시장,중대형상가,20243,,100.1,12.1212353777231,0,48,True,False,,77.1,exact_name,high,True,True
3120243,천호역,강동구,천호2동,천호,중대형상가,20243,,100.43,6.91600856288977,0,48,True,False,,43.8,explicit_alias,high,True,True
3130024,남대문시장(자유상가),중구,회현동,남대문,중대형상가,20243,,100.56,15.0145415566198,0,48,True,False,,91.7,explicit_alias,high,True,True
3130035,방산종합시장(방산시장),중구,을지로동,방산시장,중대형상가,20243,,100.08,13.4366668116816,0,48,True,False,,83.3,explicit_alias,high,True,True
3110431,상계역,노원구,중계4동,상계역,중대형상가,20244,,100.21,6.58649848529791,0,48,True,False,,37.5,exact_name,high,True,True
3120002,서촌(경복궁역),종로구,사직동,서촌,중대형상가,20244,,101.06,15.9839333172264,0,48,True,False,,95.8,explicit_alias,high,True,True
3120003,광화문역,종로구,사직동,광화문,중대형상가,20244,,100.26,14.8114097655382,0,48,True,False,,89.6,explicit_alias,high,True,True
3120007,북촌(안국역),종로구,가회동,북촌,중대형상가,20244,,100.31,6.16897433636123,0,48,True,False,,35.4,explicit_alias,high,True,True
3120012,대학로(혜화역),종로구,혜화동,혜화동,중대형상가,20244,,99.98,5.62566918502402,0,48,True,False,,33.3,explicit_alias,high,True,True
3120023,서울시청,중구,명동,시청,중대형상가,20244,,100.4,20.6841617565109,0,48,True,False,,100.0,explicit_alias,high,True,True
3120028,명동(명동거리),중구,명동,명동,중대형상가,20244,,101.97,12.1531863246335,0,48,True,False,,72.9,explicit_alias,high,True,True
3120032,충무로역,중구,필동,충무로,중대형상가,20244,,100.88,13.8720913356877,0,48,True,False,,81.2,explicit_alias,high,True,True
3120038,약수역,중구,다산동,약수역,중대형상가,20244,,100.1,2.99216647908949,0,48,True,False,,10.4,exact_name,high,True,True
3120049,왕십리역(왕십리),성동구,행당1동,왕십리,중대형상가,20244,,101.04,2.69238096503936,0,48,True,False,,6.2,explicit_alias,high,True,True
3120051,뚝섬역,성동구,성수1가2동,뚝섬,중대형상가,20244,,107.65,2.95806811631075,0,48,True,False,,8.3,explicit_alias,high,True,True
3120053,건대입구역(건대),광진구,화양동,건대입구,중대형상가,20244,,99.85,7.21220141664837,0,48,True,False,,41.7,explicit_alias,high,True,True
3120055,군자역,광진구,군자동,군자,중대형상가,20244,,100.61,7.79243238303158,0,48,True,False,,47.9,explicit_alias,high,True,True
3120056,구의역,광진구,구의1동,구의역,중대형상가,20244,,100.02,3.67535824059863,0,48,True,False,,14.6,exact_name,high,True,True
3120063,청량리역(청량리),동대문구,전농1동,청량리,중대형상가,20244,,100.1,10.0136926964955,0,48,True,False,,62.5,explicit_alias,high,True,True
3120064,경희대학교(경희대),동대문구,회기동,경희대,중대형상가,20244,,99.63,3.02045411625875,0,48,True,False,,12.5,explicit_alias,high,True,True
3120069,상봉역,중랑구,상봉2동,상봉역,중대형상가,20244,,100.01,5.28419062437806,0,48,True,False,,29.2,exact_name,high,True,True
3120072,성신여대,성북구,동선동,성신여대,중대형상가,20244,,100.32,11.0938513575254,0,48,True,False,,68.8,exact_name,high,True,True
3120073,미아사거리,성북구,길음2동,미아사거리,중대형상가,20244,,100.3,8.67402054341984,0,48,True,False,,52.1,exact_name,high,True,True
3120076,수유역,강북구,수유3동,수유,중대형상가,20244,,99.97,16.7519118690832,0,48,True,False,,97.9,explicit_alias,high,True,True
3120090,연신내역,은평구,불광1동,연신내,중대형상가,20244,,100.35,9.54044285812805,0,48,True,False,,60.4,explicit_alias,high,True,True
3120092,불광역,은평구,대조동,불광역,중대형상가,20244,,99.98,10.8045212765957,0,48,True,False,,64.6,exact_name,high,True,True
3120094,"신촌역(신촌역, 신촌로터리)",서대문구,신촌동,신촌/이대,중대형상가,20244,,98.53,12.8985638129743,0,48,True,False,,77.1,composite_components,high,True,True
3120100,망원역,마포구,망원1동,망원역,중대형상가,20244,,100.12,5.60415369520421,0,48,True,False,,31.2,exact_name,high,True,True
3120103,홍대입구역(홍대),마포구,서교동,홍대/합정,중대형상가,20244,,101.22,9.34727754668078,0,48,True,False,,56.2,composite_components,high,True,True
3120107,공덕역(공덕오거리),마포구,도화동,공덕역,중대형상가,20244,,100.8,8.72035818072261,0,48,True,False,,54.2,explicit_alias,high,True,True
3120120,화곡역,강서구,화곡1동,화곡,중대형상가,20244,,100.11,9.42185859036265,0,48,True,False,,58.3,explicit_alias,high,True,True
3120121,까치산역,강서구,화곡1동,까치산역,중대형상가,20244,,99.81,6.6745249833409,0,48,True,False,,39.6,exact_name,high,True,True
3120123,오류동역,구로구,오류1동,오류동역,중대형상가,20244,,99.86,1.47362465828096,0,48,True,False,,2.1,exact_name,high,True,True
3120130,구로디지털단지역,구로구,구로3동,구로디지털단지역,중대형상가,20244,,100.0,5.16320395566963,0,48,True,False,,27.1,exact_name,high,True,True
3120143,당산역,영등포구,당산2동,당산역,중대형상가,20244,,101.44,4.67558255429471,0,48,True,False,,18.8,exact_name,high,True,True
3120145,영등포역(영등포),영등포구,영등포동,영등포역,중대형상가,20244,,100.25,13.0551112213127,0,48,True,False,,79.2,explicit_alias,high,True,True
3120153,노량진역(노량진),동작구,노량진1동,노량진,중대형상가,20244,,99.44,10.8366487029721,0,48,True,False,,66.7,explicit_alias,high,True,True
3120157,신림역(신림),관악구,신림동,신림역,중대형상가,20244,,99.68,4.75920736366264,0,48,True,False,,22.9,explicit_alias,high,True,True
3120159,서울대입구역,관악구,청룡동,서울대입구역,중대형상가,20244,,100.2,4.70023602962637,0,48,True,False,,20.8,exact_name,high,True,True
3120160,사당역(사당),서초구,방배2동,사당,중대형상가,20244,,100.46,7.80876992991622,0,48,True,False,,50.0,explicit_alias,high,True,True
3120165,서래마을카페거리(서래마을),서초구,반포4동,서래마을,중대형상가,20244,,100.28,1.87512415564574,0,48,True,False,,4.2,explicit_alias,high,True,True
